Results,Year,Age,Previous marathons,GDP,Weight,Height,Last Time
7672.0,1998,50,4,,,,
7593.0,2003,39,1,14904517649.8476,,,
7593.0,2010,37,4,29933790334.3418,,,
7643.0,2010,37,4,29933790334.3418,,,7593.0
7691.0,2015,37,4,64464547915.2698,,,7643.0
7705.0,2015,37,4,64464547915.2698,,,7691.0
7593.0,2013,35,1,55097343447.5616,,,
7593.0,2015,32,7,27059447774.6626,56.0,172.0,7685.0
7640.0,2011,32,7,20176751242.0546,56.0,172.0,
7651.0,2017,32,7,,56.0,172.0,7666.0
7666.0,2016,32,7,24078931933.4578,56.0,172.0,7593.0
7670.0,2012,32,7,23132149256.9744,56.0,172.0,7640.0
7681.0,2012,32,7,23132149256.9744,56.0,172.0,7670.0
7685.0,2013,32,7,24599553471.8672,56.0,172.0,7681.0
7593.0,2015,32,2,63767539356.6051,,,
7652.0,2017,32,2,,,,7593.0
7594.0,2011,44,2,2616201578192.25,,,
7683.0,2012,44,2,2465188674415.03,,,7594.0
7594.0,2011,36,1,41953433591.4101,,,
7594.0,2015,32,1,63767539356.6051,,,
7595.0,2013,35,2,55097343447.5616,,,7637.0
7637.0,2012,35,2,50412754821.9795,,,
7595.0,2015,31,4,64464547915.2698,67.0,175.0,7666.0
7666.0,2013,31,4,47648211133.2183,67.0,175.0,7700.0
7690.0,2010,31,4,29933790334.3418,67.0,175.0,
7700.0,2012,31,4,43310721414.0829,67.0,175.0,7690.0
7596.0,2000,55,3,,,,7693.0
7675.0,1997,55,3,,,,
7693.0,1998,55,3,,,,7675.0
7596.0,2003,45,2,1848124153498.87,,,7698.0
7698.0,2002,45,2,1500337850555.24,,,
7598.0,2008,41,3,27066912635.2228,53.0,169.0,7610.0
7610.0,2007,41,3,19707616772.7996,53.0,169.0,
7672.0,2009,41,3,32437389116.038,53.0,169.0,7598.0
7600.0,2016,39,2,,61.0,178.0,7665.0
7665.0,2013,39,2,,61.0,178.0,
7601.0,2009,38,2,37021512048.8158,,,
7613.0,2011,38,2,41953433591.4101,,,7601.0
7603.0,2014,32,5,55612228233.5179,,,7633.0
7631.0,2013,32,5,47648211133.2183,,,7676.0
7633.0,2014,32,5,17098342541.4365,,,7631.0
7640.0,2015,32,5,12930394937.8137,,,7603.0
7676.0,2012,32,5,43310721414.0829,,,
7604.0,1999,47,6,12896013576.7324,,,7647.0
7610.0,2001,47,6,12986007425.8781,,,7649.0
7626.0,2001,47,6,12986007425.8781,,,7610.0
7647.0,1998,47,6,14093998843.7334,,,
7649.0,2000,47,6,12705357103.0056,,,7604.0
7673.0,2003,47,6,14904517649.8476,,,7626.0
7604.0,2006,41,5,25825524820.8064,,,
7632.0,2007,41,5,31958195182.2406,,,7604.0
7655.0,2010,41,5,39999659233.7555,,,7703.0
7672.0,2008,41,5,35895153327.8497,,,7632.0
7703.0,2009,41,5,37021512048.8158,,,7672.0
7605.0,2007,41,1,31958195182.2406,,,
7605.0,2016,34,3,72374224249.3997,,,7636.0
7636.0,2015,34,3,64464547915.2698,,,
7662.0,2017,34,3,,,,7605.0
7606.0,2002,52,8,42236836820.6152,,,7612.0
7612.0,2002,52,8,42236836820.6152,,,7631.0
7631.0,2001,52,8,39459581217.3759,,,7653.0
7653.0,2000,52,8,38857251336.3448,,,7677.0
7677.0,1999,52,8,41632027599.8531,,,7695.0
7683.0,2003,52,8,52064058833.9739,,,7606.0
7687.0,1998,52,8,41806219378.6181,,,
7695.0,1999,52,8,41632027599.8531,,,7687.0
7606.0,2010,39,4,29933790334.3418,,,
7648.0,2012,39,4,43310721414.0829,,,7653.0
7653.0,2011,39,4,31952763089.33,,,7606.0
7674.0,2012,39,4,43310721414.0829,,,7648.0
7607.0,1999,47,3,12896013576.7324,,,7699.0
7699.0,1997,47,3,13115773737.5664,,,
7703.0,2000,47,3,12705357103.0056,,,7607.0
7607.0,2002,43,1,13147743910.7241,,,
7607.0,2003,45,1,14904517649.8476,,,
7608.0,2003,47,2,1848124153498.87,58.0,178.0,7622.0
7622.0,2001,47,2,1382218344519.02,58.0,178.0,
7608.0,2009,46,1,92897320375.8176,60.0,179.0,
7608.0,2011,38,4,41953433591.4101,,,
7618.0,2013,38,4,55097343447.5616,,,7657.0
7618.0,2014,38,4,61445345999.0765,,,7618.0
7657.0,2012,38,4,50412754821.9795,,,7608.0
7608.0,2012,35,1,43310721414.0829,,,
7608.0,2015,35,3,63767539356.6051,,,7631.0
7631.0,2014,35,3,61445345999.0765,,,
7659.0,2017,35,3,,,,7608.0
7609.0,1999,45,2,7700833482.00615,,,
7663.0,2001,45,2,8231326016.47494,,,7609.0
7609.0,2002,51,3,13147743910.7241,,,7662.0
7661.0,1999,51,3,12896013576.7324,,,
7662.0,2000,51,3,12705357103.0056,,,7661.0
7609.0,2004,48,1,16095337093.8366,,,
7609.0,2010,37,1,39999659233.7555,,,
7609.0,2014,31,3,55612228233.5179,,,7655.0
7655.0,2013,31,3,47648211133.2183,,,7659.0
7659.0,2012,31,3,43310721414.0829,,,
7610.0,1988,56,1,10908935748.7923,62.0,168.0,
7610.0,1999,49,4,12896013576.7324,,,
7625.0,2009,49,4,37021512048.8158,,,7671.0
7662.0,2003,49,4,14904517649.8476,,,7610.0
7671.0,2003,49,4,14904517649.8476,,,7662.0
7610.0,2008,37,2,35895153327.8497,,,
7674.0,2009,37,2,37021512048.8158,,,7610.0
7611.0,2000,45,1,4887519660744.86,,,
7611.0,2012,37,3,43310721414.0829,,,7690.0
7622.0,2014,37,3,55612228233.5179,,,7611.0
7690.0,2008,37,3,27066912635.2228,,,
7611.0,2012,38,1,50412754821.9795,,,
7611.0,2016,37,1,70529014778.3251,,,
7612.0,2002,45,1,13147743910.7241,,,
7612.0,2006,47,1,25825524820.8064,,,
7612.0,2006,49,4,1264551499184.54,,,7658.0
7647.0,2003,49,4,906853273137.698,,,7666.0
7658.0,2005,49,4,1157276458151.97,,,7647.0
7666.0,2001,49,4,625975838926.175,,,
7613.0,2009,46,3,37021512048.8158,,,7657.0
7643.0,2008,46,3,35895153327.8497,,,
7657.0,2008,46,3,35895153327.8497,,,7643.0
7613.0,2016,35,2,70529014778.3251,,,7627.0
7627.0,2015,35,2,63767539356.6051,,,
7614.0,1998,54,2,14093998843.7334,,,
7680.0,1999,54,2,12896013576.7324,,,7614.0
7614.0,2011,43,5,41953433591.4101,,,7697.0
7622.0,2009,43,5,37021512048.8158,,,7697.0
7660.0,2010,43,5,39999659233.7555,,,7622.0
7697.0,2005,43,5,18737897744.7948,,,
7697.0,2011,43,5,41953433591.4101,,,7660.0
7615.0,2006,49,3,,60.0,172.0,
7664.0,2009,49,3,,60.0,172.0,7676.0
7676.0,2007,49,3,,60.0,172.0,7615.0
7616.0,2013,35,2,55097343447.5616,,,
7683.0,2016,35,2,70529014778.3251,,,7616.0
7617.0,1999,49,2,4562078822335.45,58.0,170.0,
7696.0,2000,49,2,4887519660744.86,58.0,170.0,7617.0
7617.0,1999,47,1,7700833482.00615,60.0,167.0,
7618.0,2008,43,3,35895153327.8497,,,
7640.0,2013,43,3,55097343447.5616,,,7695.0
7695.0,2010,43,3,39999659233.7555,,,7618.0
7618.0,2012,36,3,50412754821.9795,,,7702.0
7699.0,2013,36,3,55097343447.5616,,,7618.0
7702.0,2011,36,3,41953433591.4101,,,
7618.0,2012,33,1,50412754821.9795,,,
7619.0,2014,35,4,61445345999.0765,,,7704.0
7662.0,2015,35,4,63767539356.6051,,,7619.0
7665.0,2015,35,4,63767539356.6051,,,7662.0
7704.0,2013,35,4,55097343447.5616,,,
7619.0,2015,33,2,63767539356.6051,,,7685.0
7685.0,2014,33,2,61445345999.0765,,,
7621.0,2012,31,1,50412754821.9795,,,
7622.0,1995,57,2,9046326059.98857,,,
7680.0,1997,57,2,13115773737.5664,,,7622.0
7624.0,2009,39,1,37021512048.8158,,,
7624.0,2010,37,2,39999659233.7555,,,7695.0
7695.0,2009,37,2,37021512048.8158,,,
7624.0,2011,33,3,31952763089.33,,,
7679.0,2011,33,3,31952763089.33,,,7683.0
7683.0,2011,33,3,31952763089.33,,,7624.0
7624.0,2012,33,3,50412754821.9795,,,
7646.0,2012,33,3,50412754821.9795,,,7624.0
7701.0,2014,33,3,61445345999.0765,,,7646.0
7625.0,2004,48,3,16095337093.8366,,,
7694.0,2007,48,3,31958195182.2406,,,7701.0
7701.0,2007,48,3,31958195182.2406,,,7625.0
7625.0,2014,31,2,61445345999.0765,,,
7642.0,2015,31,2,63767539356.6051,,,7625.0
7626.0,2002,45,2,,55.0,175.0,
7669.0,2003,45,2,,55.0,175.0,7626.0
7626.0,2009,35,3,37021512048.8158,,,
7661.0,2012,35,3,50412754821.9795,,,7684.0
7684.0,2011,35,3,41953433591.4101,,,7626.0
7627.0,1988,64,2,395794538.630775,,,7689.0
7689.0,1985,64,2,340989527.967995,,,
7627.0,2003,52,1,14904517649.8476,,,
7627.0,2011,41,1,41953433591.4101,,,
7627.0,2014,30,3,61445345999.0765,,,
7640.0,2016,30,3,70529014778.3251,,,7698.0
7698.0,2015,30,3,63767539356.6051,,,7627.0
7628.0,2011,32,2,41953433591.4101,,,
7664.0,2012,32,2,50412754821.9795,,,7628.0
7628.0,2014,33,4,61445345999.0765,,,7687.0
7658.0,2012,33,4,50412754821.9795,,,
7684.0,2016,33,4,70529014778.3251,,,7628.0
7687.0,2014,33,4,61445345999.0765,,,7658.0
7629.0,1999,52,3,12896013576.7324,,,
7635.0,2000,52,3,12705357103.0056,,,7629.0
7659.0,2003,52,3,14904517649.8476,,,7635.0
7629.0,2005,43,2,18737897744.7948,,,
7701.0,2006,43,2,25825524820.8064,,,7629.0
7630.0,2014,29,1,55612228233.5179,,,
7630.0,2014,34,2,55612228233.5179,,,7700.0
7700.0,2014,34,2,55612228233.5179,,,
7631.0,2010,41,3,39999659233.7555,,,
7657.0,2012,41,3,50412754821.9795,,,7661.0
7661.0,2011,41,3,41953433591.4101,,,7631.0
7631.0,2012,39,2,43310721414.0829,,,
7698.0,2014,39,2,55612228233.5179,,,7631.0
7631.0,2014,34,1,61445345999.0765,,,
7631.0,2016,29,2,70529014778.3251,,,
7648.0,2016,29,2,70529014778.3251,,,7631.0
7632.0,1985,74,1,,,,
7632.0,2007,42,1,31958195182.2406,,,
7632.0,2014,35,1,55612228233.5179,,,
7632.0,2017,34,1,,,,
7633.0,1985,66,4,489285164271.047,,,7696.0
7685.0,1984,66,4,461487097632.349,,,
7696.0,1985,66,4,489285164271.047,,,7685.0
7700.0,1988,66,4,910122732123.799,,,7633.0
7633.0,2007,43,1,4515264514430.57,55.0,170.0,
7633.0,2011,44,1,41953433591.4101,,,
7633.0,2017,29,1,,64.0,174.0,
7634.0,2006,43,3,25825524820.8064,,,
7655.0,2006,43,3,25825524820.8064,,,7634.0
7666.0,2008,43,3,35895153327.8497,,,7655.0
7634.0,2013,35,3,55097343447.5616,,,7651.0
7651.0,2012,35,3,50412754821.9795,,,7656.0
7656.0,2010,35,3,39999659233.7555,,,
7635.0,1994,50,1,7148145375.78545,,,
7635.0,2006,42,2,107753069306.931,,,
7699.0,2009,42,2,117227769791.56,,,7635.0
7635.0,2014,31,1,61445345999.0765,,,
7636.0,2008,41,1,35895153327.8497,,,
7636.0,2013,35,1,55097343447.5616,49.0,165.0,
7637.0,2015,31,3,63767539356.6051,,,7638.0
7638.0,2014,31,3,61445345999.0765,,,
7639.0,2017,31,3,,,,7637.0
7638.0,2001,47,2,12986007425.8781,53.0,173.0,7702.0
7702.0,2000,47,2,12705357103.0056,53.0,173.0,
7638.0,2011,32,1,41953433591.4101,,,
7638.0,2014,34,1,61445345999.0765,,,
7639.0,1994,58,1,527318753518.414,,,
7639.0,2007,41,2,79712087912.0879,63.0,174.0,
7703.0,2008,41,2,115270054945.055,63.0,174.0,7639.0
7640.0,1995,59,2,289567323481.117,60.0,176.0,7671.0
7671.0,1994,59,2,246194938750.904,60.0,176.0,
7640.0,2000,51,5,561633125839.994,56.0,167.0,7664.0
7664.0,1998,51,5,374241351752.483,56.0,167.0,
7684.0,2007,51,5,1122679154632.41,56.0,167.0,7695.0
7690.0,2003,51,5,680520724062.403,56.0,167.0,7640.0
7695.0,2004,51,5,764880644710.649,56.0,167.0,7690.0
7640.0,2015,34,4,63767539356.6051,,,7682.0
7682.0,2014,34,4,61445345999.0765,,,7694.0
7684.0,2012,34,4,50412754821.9795,,,
7694.0,2012,34,4,50412754821.9795,,,7684.0
7641.0,2017,28,1,,,,
7642.0,2006,50,4,1942633797516.0,62.0,176.0,7676.0
7649.0,2002,50,4,1266510634293.24,62.0,176.0,7677.0
7676.0,2003,50,4,1569649661399.55,62.0,176.0,7649.0
7677.0,1997,50,4,1239050932241.93,62.0,176.0,
7642.0,2016,32,1,70529014778.3251,,,
7643.0,1999,51,2,633194118900.49,,,7646.0
7646.0,1998,51,2,617041986858.225,,,
7643.0,2008,47,2,,,,7700.0
7700.0,2007,47,2,,,,
7643.0,2010,40,2,29933790334.3418,,,7672.0
7672.0,2009,40,2,32437389116.038,,,
7643.0,2010,39,1,39999659233.7555,,,
7643.0,2012,40,2,50412754821.9795,,,7685.0
7685.0,2011,40,2,41953433591.4101,,,
7644.0,2008,42,2,35895153327.8497,,,7691.0
7691.0,2007,42,2,31958195182.2406,,,
7646.0,2002,50,2,13147743910.7241,,,
7659.0,2003,50,2,14904517649.8476,,,7646.0
7646.0,2015,34,2,64464547915.2698,,,
7694.0,2015,34,2,64464547915.2698,,,7646.0
7647.0,2011,42,2,2607739837.39837,,,
7702.0,2013,42,2,,,,7647.0
7648.0,1997,50,2,,,,7686.0
7686.0,1997,50,2,,,,
7648.0,2011,33,2,2607739837.39837,59.0,176.0,
7686.0,2012,33,2,,59.0,176.0,7648.0
7649.0,2007,41,2,31958195182.2406,,,7684.0
7684.0,2005,41,2,18737897744.7948,,,
7649.0,2014,30,1,61445345999.0765,,,
7649.0,2017,25,1,,,,
7650.0,2010,33,2,39999659233.7555,,,7687.0
7687.0,2009,33,2,37021512048.8158,,,
7650.0,2012,46,1,2681416108537.39,,,
7650.0,2016,28,1,70529014778.3251,,,
7650.0,2017,25,1,,,,
7651.0,2009,38,1,37021512048.8158,,,
7651.0,2011,32,2,41953433591.4101,,,
7689.0,2014,32,2,61445345999.0765,,,7651.0
7652.0,2007,45,3,31958195182.2406,,,7654.0
7654.0,2006,45,3,25825524820.8064,,,7687.0
7687.0,2002,45,3,13147743910.7241,,,
7652.0,2012,43,1,50412754821.9795,,,
7652.0,2013,38,4,47648211133.2183,,,7661.0
7661.0,2009,38,4,32437389116.038,,,
7674.0,2014,38,4,55612228233.5179,,,7676.0
7676.0,2013,38,4,47648211133.2183,,,7652.0
7653.0,2007,47,1,142719009900.99,,,
7653.0,2007,46,3,31958195182.2406,,,
7668.0,2008,46,3,35895153327.8497,,,7678.0
7678.0,2007,46,3,31958195182.2406,,,7653.0
7653.0,2008,43,3,35895153327.8497,,,
7658.0,2010,43,3,39999659233.7555,,,7668.0
7668.0,2008,43,3,35895153327.8497,,,7653.0
7653.0,2010,43,2,93216746661.5977,,,7700.0
7700.0,2007,43,2,79041294874.4553,,,
7653.0,2017,37,3,,,,7668.0
7668.0,2015,37,3,63767539356.6051,,,7673.0
7673.0,2014,37,3,61445345999.0765,,,
7654.0,2001,51,5,625975838926.175,,,7667.0
7667.0,2000,51,5,595402616546.895,,,
7679.0,2003,51,5,906853273137.698,,,7688.0
7688.0,2002,51,5,705145868624.13,,,7654.0
7690.0,2003,51,5,906853273137.698,,,7679.0
7654.0,2007,44,1,1317974491.05691,,,
7654.0,2008,41,1,27066912635.2228,,,
7654.0,2013,37,3,55097343447.5616,,,7671.0
7663.0,2014,37,3,61445345999.0765,,,7654.0
7671.0,2012,37,3,50412754821.9795,,,
7655.0,1986,63,1,2075034242192.31,,,
7655.0,1988,57,1,10908935748.7923,58.0,165.0,
7655.0,2011,41,2,31952763089.33,61.0,172.0,7657.0
7657.0,2010,41,2,29933790334.3418,61.0,172.0,
7655.0,2012,37,2,43310721414.0829,,,
7658.0,2012,37,2,43310721414.0829,,,7655.0
7656.0,2011,48,2,41953433591.4101,,,7678.0
7678.0,2010,48,2,39999659233.7555,,,
7656.0,2011,36,1,41953433591.4101,,,
7657.0,1998,51,2,14093998843.7334,,,7703.0
7703.0,1997,51,2,13115773737.5664,,,
7657.0,2008,44,3,35895153327.8497,,,7671.0
7671.0,2007,44,3,31958195182.2406,,,7693.0
7693.0,2006,44,3,25825524820.8064,,,
7657.0,2010,38,1,29933790334.3418,,,
7657.0,2012,45,1,50412754821.9795,,,
7658.0,2010,38,2,39999659233.7555,,,7666.0
7666.0,2009,38,2,37021512048.8158,,,
7659.0,2012,39,1,500284003684.372,,,
7659.0,2015,37,1,4383076298081.86,,,
7659.0,2016,33,1,70529014778.3251,,,
7660.0,1988,61,1,3050637784817.52,55.0,171.0,
7660.0,2015,36,1,,52.0,157.0,
7661.0,1997,55,1,13115773737.5664,,,
7661.0,2005,43,3,18737897744.7948,,,7687.0
7681.0,2007,43,3,31958195182.2406,,,7661.0
7687.0,2005,43,3,18737897744.7948,,,
7661.0,2012,30,2,43310721414.0829,,,
7698.0,2012,30,2,43310721414.0829,,,7661.0
7661.0,2013,38,1,47648211133.2183,,,
7661.0,2017,31,1,,,,
7662.0,2004,47,1,1069555500372.49,,,
7662.0,2007,43,1,31958195182.2406,,,
7663.0,1997,52,2,13115773737.5664,,,7688.0
7688.0,1997,52,2,13115773737.5664,,,
7663.0,2011,35,1,31952763089.33,,,
7663.0,2012,36,1,43310721414.0829,,,
7663.0,2012,36,1,50412754821.9795,,,
7663.0,2012,41,1,98266306615.3632,,,
7663.0,2017,29,1,,,,
7665.0,2001,51,1,8231326016.47494,,,
7665.0,2008,41,1,35895153327.8497,,,
7665.0,2009,39,2,32437389116.038,53.0,157.0,7691.0
7691.0,2004,39,2,10131187261.4421,53.0,157.0,
7665.0,2012,38,1,50412754821.9795,,,
7666.0,2005,43,2,18737897744.7948,,,
7668.0,2009,43,2,37021512048.8158,,,7666.0
7666.0,2013,37,1,55097343447.5616,,,
7666.0,2014,33,2,55612228233.5179,,,
7689.0,2015,33,2,64464547915.2698,,,7666.0
7666.0,2014,33,1,61445345999.0765,,,
7666.0,2016,26,3,,,,7667.0
7667.0,2015,26,3,,,,
7671.0,2016,26,3,,,,7666.0
7667.0,2011,35,1,41953433591.4101,,,
7667.0,2012,38,1,16155255000000.0,,,
7668.0,2001,50,1,625975838926.175,,,
7668.0,2012,40,1,6203213121334.12,54.0,167.0,
7668.0,2013,35,1,47648211133.2183,,,
7668.0,2017,25,1,,,,
7669.0,1999,48,1,485248229336.653,,,
7669.0,2012,40,1,50412754821.9795,,,
7669.0,2016,26,3,70529014778.3251,,,7695.0
7677.0,2015,26,3,63767539356.6051,,,
7695.0,2016,26,3,70529014778.3251,,,7677.0
7670.0,2002,47,1,13147743910.7241,,,
7670.0,2005,48,3,18737897744.7948,,,7705.0
7671.0,2006,48,3,25825524820.8064,,,7670.0
7705.0,2002,48,3,13147743910.7241,,,
7671.0,1986,64,2,182281757134.863,,,7698.0
7698.0,1981,64,2,176804829908.278,,,
7671.0,1997,58,1,,,,
7672.0,2001,50,1,1162317852348.99,68.0,170.0,
7672.0,2001,44,1,4303544259842.72,51.0,163.0,
7672.0,2003,48,1,4445658071221.86,62.0,179.0,
7673.0,2007,43,3,31958195182.2406,,,
7676.0,2010,43,3,39999659233.7555,,,7691.0
7691.0,2009,43,3,37021512048.8158,,,7673.0
7673.0,2012,39,1,50412754821.9795,,,
7673.0,2014,33,3,61445345999.0765,,,7698.0
7687.0,2016,33,3,70529014778.3251,,,7673.0
7698.0,2012,33,3,50412754821.9795,,,
7674.0,1997,54,1,588692045454.545,,,
7674.0,1999,43,2,7700833482.00615,,,
7676.0,2003,43,2,8623691300.04079,,,7674.0
7674.0,2009,41,2,37021512048.8158,,,
7691.0,2012,41,2,50412754821.9795,,,7674.0
7674.0,2014,34,1,206224725274.725,,,
7675.0,1999,52,1,1500275942893.67,57.0,172.0,
7675.0,2003,44,1,4445658071221.86,58.0,178.0,
7675.0,2013,36,1,106825649872.108,,,
7676.0,2002,52,1,13147743910.7241,,,
7677.0,1986,66,1,2075034242192.31,,,
7677.0,1998,59,1,617041986858.225,,,
7677.0,2003,46,1,14904517649.8476,,,
7677.0,2007,45,2,31958195182.2406,,,7698.0
7698.0,2006,45,2,25825524820.8064,,,
7678.0,2006,37,1,25825524820.8064,,,
7679.0,1998,50,1,14093998843.7334,,,
7679.0,2001,50,1,4303544259842.72,,,
7679.0,2002,47,1,13147743910.7241,,,
7679.0,2006,52,1,68640825480.9223,,,
7679.0,2011,32,1,18525319977.7407,,,
7680.0,2013,33,2,55097343447.5616,,,
7697.0,2013,33,2,55097343447.5616,,,7680.0
7680.0,2013,40,1,5155717056270.83,,,
7681.0,1989,61,2,,58.0,164.0,7690.0
7690.0,1986,61,2,,58.0,164.0,
7681.0,1998,55,2,617041986858.225,,,
7688.0,2000,55,2,595402616546.895,,,7681.0
7681.0,2003,38,1,,,,
7681.0,2011,38,1,167775274725.275,53.0,155.0,
7681.0,2011,48,1,41953433591.4101,,,
7681.0,2012,45,1,50412754821.9795,,,
7681.0,2012,36,2,50412754821.9795,,,
7683.0,2014,36,2,61445345999.0765,,,7681.0
7682.0,2000,52,1,12705357103.0056,,,
7682.0,2005,47,1,1852661982340.5,,,
7682.0,2005,42,1,18737897744.7948,,,
7683.0,2006,43,1,15280861834.6024,,,
7683.0,2015,35,1,64464547915.2698,,,
7683.0,2016,36,2,70529014778.3251,,,7698.0
7698.0,2015,36,2,63767539356.6051,,,
7684.0,1986,58,1,,,,
7685.0,1997,58,3,588692045454.545,,,7705.0
7694.0,2000,58,3,595402616546.895,,,7685.0
7705.0,1996,58,3,640998292394.588,,,
7685.0,1999,46,1,4562078822335.45,,,
7685.0,2010,34,1,39999659233.7555,,,
7685.0,2012,35,1,50412754821.9795,,,
7685.0,2014,36,2,61445345999.0765,,,
7699.0,2016,36,2,70529014778.3251,,,7685.0
7685.0,2015,32,1,63767539356.6051,,,
7686.0,2008,44,3,35895153327.8497,,,
7692.0,2009,44,3,37021512048.8158,,,7686.0
7693.0,2009,44,3,37021512048.8158,,,7692.0
7686.0,2014,39,1,61445345999.0765,,,
7687.0,1992,55,1,,,,
7687.0,1997,53,1,4414732843544.43,,,
7687.0,2011,37,1,41953433591.4101,,,
7687.0,2014,32,1,61445345999.0765,,,
7688.0,1985,63,1,340989527.967995,52.0,169.0,
7688.0,1994,60,1,7148145375.78545,,,
7688.0,2011,42,1,41953433591.4101,,,
7688.0,2015,29,1,63767539356.6051,,,
7689.0,1994,51,1,455602962225.403,,,
7689.0,2003,50,1,906853273137.698,,,
7689.0,2007,44,1,31958195182.2406,,,
7689.0,2014,35,1,4848733415523.53,,,
7690.0,1999,49,1,12896013576.7324,,,
7690.0,2004,56,1,16095337093.8366,,,
7690.0,2009,44,1,37021512048.8158,,,
7691.0,2015,38,1,63767539356.6051,,,
7692.0,1997,52,1,13115773737.5664,,,
7692.0,2003,40,1,4445658071221.86,,,
7692.0,2015,34,1,64464547915.2698,,,
7693.0,2003,46,1,14904517649.8476,,,
7693.0,2010,43,1,2117039512.19512,,,
7693.0,2011,41,1,101370474295.109,,,
7694.0,1992,63,1,8209129171.73649,,,
7694.0,2013,34,2,5155717056270.83,,,7695.0
7695.0,2013,34,2,5155717056270.83,,,
7694.0,2016,26,1,70529014778.3251,,,
7694.0,2017,27,1,,,,
7695.0,1985,61,3,1400714806812.65,57.0,180.0,
7698.0,1987,61,3,2514283894261.86,57.0,180.0,7701.0
7701.0,1986,61,3,2075034242192.31,57.0,180.0,7695.0
7695.0,1986,57,1,,,,
7695.0,2007,34,1,3552182311652.97,,,
7696.0,1990,59,1,311425933051.174,,,
7696.0,2002,43,2,7850809498.16803,60.0,170.0,
7701.0,2003,43,2,8623691300.04079,60.0,170.0,7696.0
7696.0,2005,42,1,18737897744.7948,,,
7696.0,2008,41,1,35895153327.8497,,,
7696.0,2012,36,1,50412754821.9795,,,
7697.0,2002,44,1,13147743910.7241,,,
7697.0,2010,41,1,93216746661.5977,,,
7697.0,2011,40,1,41953433591.4101,,,
7697.0,2011,39,1,41953433591.4101,,,
7697.0,2013,30,2,,,,
7698.0,2015,30,2,,,,7697.0
7697.0,2014,36,1,55612228233.5179,,,
7697.0,2015,25,1,63767539356.6051,,,
7698.0,2004,45,1,4815148854362.11,,,
7698.0,2011,45,1,101370474295.109,63.0,163.0,
7698.0,2014,36,1,55612228233.5179,,,
7699.0,1990,62,1,1177326294440.85,68.0,180.0,
7699.0,1997,48,1,13115773737.5664,,,
7700.0,2006,49,1,68640825480.9223,,,
7700.0,2009,42,1,37021512048.8158,,,
7700.0,2016,30,2,70529014778.3251,,,7705.0
7705.0,2014,30,2,61445345999.0765,,,
7701.0,2003,41,1,14904517649.8476,,,
7701.0,2007,50,1,,70.0,191.0,
7701.0,2011,38,1,41953433591.4101,,,
7701.0,2012,48,1,50412754821.9795,,,
7701.0,2014,38,1,3022827781881.39,,,
7702.0,2010,38,1,39999659233.7555,,,
7702.0,2017,28,1,,,,
7703.0,2016,29,1,70529014778.3251,,,
7704.0,2008,47,1,35895153327.8497,,,
7704.0,2010,35,1,20186496527.1276,,,
7704.0,2012,35,1,6203213121334.12,,,
7705.0,1999,59,1,12896013576.7324,,,
7705.0,2010,33,1,29933790334.3418,,,
7705.0,2011,45,1,41953433591.4101,,,
